date,name,category,value
2020-01-01,Northrop Grumman,Federal Contracting,51973493
2020-01-01,Global Pcci (gpc),Federal Contracting,51901851
2020-01-01,Woodward Hrt,Federal Contracting,51842757
2020-01-01,Baldi Bros,Federal Contracting,51826858
2020-01-01,Georgia Tech Applied Research,Federal Contracting,51477364
2020-01-01,Hii Fleet Support,Federal Contracting,51400084
2020-01-01,Raytheon,Federal Contracting,51291384
2020-01-01,Dcs,Federal Contracting,50687614
2020-01-01,Dpr-rq Construction,Federal Contracting,50658864
2020-01-01,Heffler Contracting,Federal Contracting,50629510
2020-01-01,Aevex Aerospace,Federal Contracting,50406693
2020-01-01,Epsilon,Federal Contracting,50353212
2020-01-01,Vsolvit,Federal Contracting,49640328
2020-01-01,CACI,Federal Contracting,48464212
2020-01-01,Northrop Grumman,Federal Contracting,48414056
2020-01-01,Saputo Cheese,Federal Contracting,47394296
2020-01-01,Hydraulics,Federal Contracting,47235589
2020-01-01,Pacific Gas Electric,Federal Contracting,47202279
2020-01-01,Coast Citrus Distributors,Federal Contracting,46520757
2020-01-01,Illumina,Federal Contracting,46464842
2020-01-01,Northrop Grumman,Federal Contracting,46400960
2020-01-01,Kratos & Training,Federal Contracting,45221840
2020-01-01,Orion Construction,Federal Contracting,44938409
2020-01-01,Pacific Scientific Energetic Materials Company (california Llc),Federal Contracting,44914455
2020-01-01,Health Supply Us,Federal Contracting,44898780
2020-01-01,Straub Construction,Federal Contracting,44547353
2020-01-01,Lockheed Martin,Federal Contracting,44200550
2020-01-01,Medea,Federal Contracting,43681249
2020-01-01,Aerovironment,Federal Contracting,43132411
2020-01-01,Ghilotti Construction,Federal Contracting,43083327
2020-01-01,Innovasystems,Federal Contracting,42885584
2020-01-01,Jacobs,Federal Contracting,42428301
2020-01-01,Es3 Prime Logistics,Federal Contracting,42215469
2020-01-01,Jacobs,Federal Contracting,41574864
2020-01-01,Canon Medical,Federal Contracting,41536239
2020-01-01,Centerra,Federal Contracting,41521797
2020-01-01,Aecom Technical,Federal Contracting,41430660
2020-01-01,Ben Holtz Consulting,Federal Contracting,41053440
2020-01-01,Tetra Tech-maytag Aircraft Corporation Joint Venture,Federal Contracting,40638377
2020-01-01,Matson Navigation,Federal Contracting,40527599
2020-01-01,Avmac,Federal Contracting,40520146
2020-01-01,Anacapa Micro Products,Federal Contracting,39789854
2020-01-01,Northrop Grumman,Federal Contracting,39503204
2020-01-01,Central Environmental,Federal Contracting,39435679
2020-01-01,Universities Space Research Association,Federal Contracting,36694296
2020-01-01,Boeing,Federal Contracting,36582024
2020-01-01,Pride,Federal Contracting,36257086
2020-01-01,Jacobs,Federal Contracting,36231508
2020-01-01,Asrc Research,Federal Contracting,35893616
2020-01-01,T-solutions,Federal Contracting,35876694
2020-01-01,Hii Mission,Federal Contracting,35678602
2020-01-01,Steve Manning Construction,Federal Contracting,35593465
2020-01-01,Virgin Orbit,Federal Contracting,35350000
2020-01-01,Technica,Federal Contracting,35158113
2020-01-01,Ludford's,Federal Contracting,34911358
2020-01-01,Leidos,Federal Contracting,34861443
2020-01-01,Fisica Applied,Federal Contracting,34652617
2020-01-01,Job Options,Federal Contracting,34564012
2020-01-01,Korte Construction,Federal Contracting,34420210
2020-01-01,Standard Biotools,Federal Contracting,34286564
2020-01-01,Usfi,Federal Contracting,34189686
2020-01-01,Triple Canopy,Federal Contracting,34057849
2020-01-01,Daylight Foods,Federal Contracting,33802595
2020-01-01,Hii San Diego Shipyard,Federal Contracting,33801463
2020-01-01,Intuitive Surgical,Federal Contracting,33758328
2020-01-01,High Desert Support,Federal Contracting,33680984
2020-01-01,Helix Op,Federal Contracting,33421500
2020-01-01,Kbr Wyle,Federal Contracting,33030637
2020-01-01,Beckman Coulter,Federal Contracting,33026508
2020-01-01,Career Development,Federal Contracting,32888251
2020-01-01,Ocean Duchess,Federal Contracting,32746372
2020-01-01,Tactical Engineering & Analysis,Federal Contracting,32706409
2020-01-01,Hrl Laboratories,Federal Contracting,32609157
2020-01-01,Walsh Construction Company Ii,Federal Contracting,32597000
2020-01-01,Sentek Consulting,Federal Contracting,32519256
2020-01-01,Cubic Defense Applications,Federal Contracting,32481771
2020-01-01,Luberski,Federal Contracting,32458339
2020-01-01,Engility,Federal Contracting,32409275
2020-01-01,Dlt,Federal Contracting,32377046
2020-01-01,Vt Milcom,Federal Contracting,32273697
2020-01-01,Aptim,Federal Contracting,31898468
2020-01-01,Northrop Grumman,Federal Contracting,31816430
2020-01-01,Southwest Valley Constructors,Federal Contracting,31648000
2020-01-01,Technical Communities,Federal Contracting,31508410
2020-01-01,Millennium Engineering Integration,Federal Contracting,31190519
2020-01-01,Indus,Federal Contracting,31027716
2020-01-01,Marine Boat Works,Federal Contracting,30845705
2020-01-01,Travel Well,Federal Contracting,30694223
2020-01-01,Four Tribes,Federal Contracting,30292782
2020-01-01,I.e.-pacific,Federal Contracting,29633309
2020-01-01,Anduril,Federal Contracting,29588796
2020-01-01,Carahsoft,Federal Contracting,29469966
2020-01-01,Five Star Gourmet Foods,Federal Contracting,29250000
2020-01-01,New Horizons Aeronautics,Federal Contracting,29211711
2020-01-01,Certified Stainless,Federal Contracting,29189080
2020-01-01,Rockwell Collins,Federal Contracting,29179804
2020-01-01,Northrop Grumman,Federal Contracting,28968730
2020-01-01,Masten Space,Federal Contracting,28909740
2020-01-01,Jsl,Federal Contracting,28817993
2020-01-01,Systems Application &,Federal Contracting,28739527
2020-01-01,Kbr Wyle,Federal Contracting,28539045
2020-01-01,Solute,Federal Contracting,28376910
2020-01-01,Sustainment & Restoration,Federal Contracting,28269209
2020-01-01,Rapid Deployment,Federal Contracting,28178445
2020-01-01,Rapiscan,Federal Contracting,27913732
2020-01-01,National Marine Mammal Foundation,Federal Contracting,27400069
2020-01-01,Saalex,Federal Contracting,27344104
2020-01-01,Lumen Government,Federal Contracting,27180614
2020-01-01,W&k Container,Federal Contracting,27168233
2020-01-01,Toyon Research,Federal Contracting,27087016
2020-01-01,Calibre,Federal Contracting,26888323
2020-01-01,Ontic Engineering & Manufacturing,Federal Contracting,26873814
2020-01-01,Arete Associates,Federal Contracting,26412225
2020-01-01,Linmarr Associates,Federal Contracting,26399970
2020-01-01,UC Regents,Federal Contracting,26327476
2020-01-01,GDIT,Federal Contracting,26114780
2020-01-01,Curtin Maritime,Federal Contracting,25733588
2020-01-01,Structsure Projects,Federal Contracting,25477550
2020-01-01,Human Resources Research Organization (humrro),Federal Contracting,25442339
2020-01-01,Ironwood Commercial Builders,Federal Contracting,25439679
2020-01-01,Adamo Construction,Federal Contracting,25385314
2020-01-01,California Institute,Federal Contracting,25369435
2020-01-01,Connectec,Federal Contracting,25335571
2020-01-01,Intellisense,Federal Contracting,25070193
2020-01-01,Maddox Defense,Federal Contracting,24991440
2020-01-01,R.e. Staite Engineering,Federal Contracting,24967292
2020-01-01,Inspiritec,Federal Contracting,24963501
2020-01-01,Cerus,Federal Contracting,24961997
2020-01-01,Ca Dept Rehabilitation,Federal Contracting,24945861
2020-01-01,Cynergy Professional,Federal Contracting,24923883
2020-01-01,Integrated Data,Federal Contracting,24879033
2020-01-01,Forgen,Federal Contracting,24849701
2020-01-01,Tapestry,Federal Contracting,24847847
2020-01-01,Cubic Defense Applications,Federal Contracting,24813673
2020-01-01,Lockheed Martin,Federal Contracting,24807967
2020-01-01,Mapp Biopharmaceutical,Federal Contracting,24686822
2020-01-01,Xtec,Federal Contracting,24621720
2020-01-01,Lockheed Martin,Federal Contracting,24472274
2020-01-01,Microwave Power Products,Federal Contracting,24457750
2020-01-01,Cape Environmental Management,Federal Contracting,24386671
2020-01-01,Convergence Health Consulting,Federal Contracting,24239018
2020-01-01,Impres,Federal Contracting,24221887
2020-01-01,Bristol Design Build,Federal Contracting,24166977
2020-01-01,Amentum,Federal Contracting,24136670
2020-01-01,Quantech,Federal Contracting,24049990
2020-01-01,Ahtna-cdm Smith Jv,Federal Contracting,24003615
2020-01-01,Bilbro Construction,Federal Contracting,23956733
2020-01-01,Power Pro Plus,Federal Contracting,23728226
2020-01-01,Ral Investment,Federal Contracting,23640667
2020-01-01,Alutiiq Pacific,Federal Contracting,23587428
2020-01-01,Engineering Software,Federal Contracting,23348742
2020-01-01,L3harris,Federal Contracting,23302813
2020-01-01,Centurum Information,Federal Contracting,23145234
2020-01-01,Mammoth Biosciences,Federal Contracting,23081269
2020-01-01,Atkinson/clark A Joint Venture,Federal Contracting,22972542
2020-01-01,Phoenix,Federal Contracting,22952282
2020-01-01,Wawona Frozen Foods,Federal Contracting,22913347
2020-01-01,Affordable Engineering,Federal Contracting,22795110
2020-01-01,Raytheon,Federal Contracting,22645726
2020-01-01,Hologic,Federal Contracting,22626779
2020-01-01,Ch2m Hill,Federal Contracting,22607739
2020-01-01,Morphosis Architects,Federal Contracting,22602611
2020-01-01,Boeing,Federal Contracting,22590883
2020-01-01,Teledyne Scientific Imaging,Federal Contracting,22558537
2020-01-01,G 2 Software,Federal Contracting,22548311
2020-01-01,Sodexo Management,Federal Contracting,22344340
2020-01-01,Scientific Applications & Research Associates,Federal Contracting,22316682
2020-01-01,Geo Secure,Federal Contracting,22278358
2020-01-01,Outset Medical,Federal Contracting,22119233
2020-01-01,S.e.a. Construction,Federal Contracting,22103000
2020-01-01,G4s Secure (usa),Federal Contracting,21811652
2020-01-01,Alutiiq Information Management,Federal Contracting,21790118
2020-01-01,Mercury Defense,Federal Contracting,21689662
2020-01-01,Redwire Space,Federal Contracting,21679185
2020-01-01,Herman/jcg Co Jv,Federal Contracting,21668997
2020-01-01,Ln Curtis & Sons,Federal Contracting,21520105
2020-01-01,Life Cycle Engineering,Federal Contracting,21416760
2020-01-01,Leidos,Federal Contracting,21389934
2020-01-01,Vse,Federal Contracting,21388918
2020-01-01,Ceradyne,Federal Contracting,21335180
2020-01-01,Del Mar Food Products,Federal Contracting,21332759
2020-01-01,New Directions,Federal Contracting,21267507
2020-01-01,Ansible Government,Federal Contracting,21207969
2020-01-01,West Point Contractors,Federal Contracting,21202236
2020-01-01,American-paragon Protective,Federal Contracting,21127353
2020-01-01,Hensel Phelps Construction,Federal Contracting,21119530
2020-01-01,Palomar Display Products,Federal Contracting,21081928
2020-01-01,Forward Slope,Federal Contracting,21003097
2020-01-01,Adams Associates,Federal Contracting,20997798
2020-01-01,Armtec Defense Products,Federal Contracting,20725776
2020-01-01,Raytheon,Federal Contracting,20703498
2020-01-01,Raytheon,Federal Contracting,20671602
2020-01-01,International Business Machines,Federal Contracting,20629000
2020-01-01,Enterprise Resource Planning,Federal Contracting,20582514
2020-01-01,Systems Forum,Federal Contracting,20514603
2020-01-01,Patriot Construction,Federal Contracting,20453094
2020-01-01,Spectrum,Federal Contracting,20424509
2020-01-01,Airborne North America Ca,Federal Contracting,20389175
2020-01-01,Advantedge,Federal Contracting,20317387
2020-01-01,The Cameron Bell,Federal Contracting,19995403
2020-01-01,American Beef Packers,Federal Contracting,19951880
2020-01-01,Kbr Wyle,Federal Contracting,19923935
2020-01-01,Csra,Federal Contracting,19829347
2020-01-01,Record Steel Construction,Federal Contracting,19825776
2020-01-01,Olgoonik Technical,Federal Contracting,19815021
2020-01-01,Marine Terminals,Federal Contracting,19810895
2020-01-01,Bae Information Electronic Systems Integration,Federal Contracting,19787599
2020-01-01,Kaiser Foundation Hospitals,Federal Contracting,19433134
2020-01-01,Sun-maid Growers California,Federal Contracting,19353605
2020-01-01,General Dynamics Global Force,Federal Contracting,19160328
2020-01-01,Gold Coast Medical Supply Lp,Federal Contracting,19020432
2020-01-01,Herman Construction,Federal Contracting,18954413
2020-01-01,Alutiiq Logistics & Maintenance,Federal Contracting,18941310
2020-01-01,D Square Construction,Federal Contracting,18799522
2020-01-01,Guidry Liason,Federal Contracting,18718647
2020-01-01,Trellisware,Federal Contracting,18502571
2020-01-01,Pave-tech,Federal Contracting,18348441
2020-01-01,Valkyrie,Federal Contracting,18283866
2020-01-01,Performant Recovery,Federal Contracting,18253364
2020-01-01,Varian Medical,Federal Contracting,18185924
2020-01-01,Metis Flight Research Associates,Federal Contracting,18181141
2020-01-01,Anna Lisa Luna Construction,Federal Contracting,18095784
2020-01-01,Lockheed Martin,Federal Contracting,18089752
2020-01-01,Stronghold Engineering,Federal Contracting,18055833
2020-01-01,Datron World Communications,Federal Contracting,17990942
2020-01-01,Cerrudo,Federal Contracting,17906238
2020-01-01,Herback General Engineering,Federal Contracting,17885792
2020-01-01,Lafayette,Federal Contracting,17827058
2020-01-01,Sunterra Produce Traders,Federal Contracting,17708038
2020-01-01,Pacific-gulf Marine,Federal Contracting,17695932
2020-01-01,Coronado Distribution,Federal Contracting,17691089
2020-01-01,Change Healthcare,Federal Contracting,17661839
2020-01-01,Insight,Federal Contracting,17568343
2020-01-01,Gideon Contracting,Federal Contracting,17373635
2020-01-01,University California San Diego,Federal Contracting,17292214
2020-01-01,Metropolitan Interpreters & Translators,Federal Contracting,17267602
2020-01-01,Northrop Grumman,Federal Contracting,17241468
2020-01-01,B & H,Federal Contracting,17176889
2020-01-01,J G Contracting,Federal Contracting,17076391
2020-01-01,Goodrich,Federal Contracting,17015706
2020-01-01,Alutiiq-mele,Federal Contracting,16959469
2020-01-01,Highbury Defense,Federal Contracting,16913748
2020-01-01,Sev1tech,Federal Contracting,16828850
2020-01-01,Morgan Business Consulting,Federal Contracting,16793579
2020-01-01,Veterans Ez Info,Federal Contracting,16759407
2020-01-01,Dmg Mori,Federal Contracting,16721699
2020-01-01,Nova,Federal Contracting,16676396
2020-01-01,Analytical Mechanics Associates,Federal Contracting,16668263
2020-01-01,Yegg,Federal Contracting,16596997
2020-01-01,C&c Power,Federal Contracting,16595995
2020-01-01,Qed,Federal Contracting,16579653
2020-01-01,C4 Planning,Federal Contracting,16500483
2020-01-01,Brice Environmental,Federal Contracting,16499939
2020-01-01,Waterman Transport,Federal Contracting,16485214
2020-01-01,Challenge Dairy Products,Federal Contracting,16482732
2020-01-01,Scale Ai,Federal Contracting,16472937
2020-01-01,Loewy,Federal Contracting,16405550
2020-01-01,Atac,Federal Contracting,16330750
2020-01-01,L-3 Communications Maripro,Federal Contracting,15854399
2020-01-01,Ophirex,Federal Contracting,15747856
2020-01-01,Kleinfelder,Federal Contracting,15736179
2020-01-01,Teledyne Defense Electronics,Federal Contracting,15724771
2020-01-01,Honeywell,Federal Contracting,15646003
2020-01-01,Peter Vander Werff Construction,Federal Contracting,15549263
2020-01-01,Pinnacle Petroleum,Federal Contracting,15536718
2020-01-01,Aero Turbine,Federal Contracting,15515243
2020-01-01,Cornerstone Research,Federal Contracting,15381552
2020-01-01,United Support,Federal Contracting,15319917
2020-01-01,Oracle Health Government,Federal Contracting,15276897
2020-01-01,Ag Link,Federal Contracting,15176681
2020-01-01,Defense Base,Federal Contracting,15105466
2020-01-01,Williams Aerospace & Manufacturing,Federal Contracting,15093603
2020-01-01,Mesa Biotech,Federal Contracting,15049264
2020-01-01,Millennium Space,Federal Contracting,15033183
2020-01-01,Harris Ranch Beef,Federal Contracting,15009352
2020-01-01,Multibeam,Federal Contracting,15000000
2020-01-01,West Point Utilities,Federal Contracting,14990280
2020-01-01,Raytheon,Federal Contracting,14926607
2020-01-01,Public Works Contractor,Federal Contracting,14870356
2020-01-01,Patricia I. Romero,Federal Contracting,14837166
2020-01-01,Hhi,Federal Contracting,14761194
2020-01-01,Nexsys Electronics,Federal Contracting,14747902
2020-01-01,Western State Design,Federal Contracting,14701949
2020-01-01,Karl Storz Endoscopy-america,Federal Contracting,14628318
2020-01-01,North Wind,Federal Contracting,14589529
2020-01-01,Southwestern Dakotah,Federal Contracting,14571496
2020-01-01,American,Federal Contracting,14518834
2020-01-01,Tetra Tech,Federal Contracting,14500493
2020-01-01,Armtec Countermeasures,Federal Contracting,14400012
2020-01-01,Meggitt Defense,Federal Contracting,14360278
2020-01-01,Pacific Ink,Federal Contracting,14339547
2020-01-01,Ethical Personnel,Federal Contracting,14287204
2020-01-01,Rohr,Federal Contracting,14253679
2020-01-01,Raytheon,Federal Contracting,14239366
2020-01-01,Hf,Federal Contracting,14215945
2020-01-01,Clipper Oil,Federal Contracting,14181265
2020-01-01,Marathon Construction,Federal Contracting,14145880
2020-01-01,S. J. Amoroso Construction,Federal Contracting,14100396
2020-01-01,Gpc Consolidated Reporting,Federal Contracting,14086831
2020-01-01,Gryphon Vallecitos Laboratories,Federal Contracting,13952064
2020-01-01,Kbr,Federal Contracting,13901849
2020-01-01,GDIT,Federal Contracting,13853886
2020-01-01,Navarre,Federal Contracting,13742985
2020-01-01,Trevet-bay West Joint Venture,Federal Contracting,13680658
2020-01-01,Aero-flite,Federal Contracting,13597787
2020-01-01,Chugach Consolidated,Federal Contracting,13555779
2020-01-01,Inn Foods,Federal Contracting,13434011
2020-01-01,Utility Construction,Federal Contracting,13389000
2020-01-01,Sunrise Growers,Federal Contracting,13363563
2020-01-01,Sygnos,Federal Contracting,13346638
2020-01-01,Aero Air,Federal Contracting,13311177
2020-01-01,Central Valley Meat,Federal Contracting,13293948
2020-01-01,Ch2m Hill Constructors,Federal Contracting,13290667
2020-01-01,Rlf Sherlock Smith And Adams Jv,Federal Contracting,13279749
2020-01-01,Planet Labs,Federal Contracting,13265359
2020-01-01,Loma Linda University,Federal Contracting,13256403
2020-01-01,Teledyne Brown Engineering,Federal Contracting,13236639
2020-01-01,Call Henry,Federal Contracting,13228816
2020-01-01,Parker-hannifin,Federal Contracting,13117477
2020-01-01,Opto-knowledge,Federal Contracting,13100064
2020-01-01,Microsoft,Federal Contracting,13085956
2020-01-01,Carefusion,Federal Contracting,13071306
2020-01-01,Fed Con - Vc Joint Venture,Federal Contracting,13038613
2020-01-01,Becton Dickinson,Federal Contracting,13031612
2020-01-01,Gothams,Federal Contracting,12999397
2020-01-01,Multi-mac Jv,Federal Contracting,12980064
2020-01-01,Multi-media Environmental Compliance,Federal Contracting,12979194
2020-01-01,Mep Infrastructure,Federal Contracting,12817992
2020-01-01,Rjb Produce,Federal Contracting,12815374
2020-01-01,Oceaneering,Federal Contracting,12772421
2020-01-01,Hydro-aire Aerospace,Federal Contracting,12644627
2020-01-01,California Constructors,Federal Contracting,12638504
2020-01-01,J & J Maintenance,Federal Contracting,12632609
2020-01-01,Aerometals,Federal Contracting,12554420
2020-01-01,Barkley Andross,Federal Contracting,12509101
2020-01-01,Ipi Construction,Federal Contracting,12412397
2020-01-01,Gbl,Federal Contracting,12405765
2020-01-01,Lion Raisins,Federal Contracting,12398864
2020-01-01,L3harris Maritime Power & Energy,Federal Contracting,12388194
2020-01-01,United Paradyne,Federal Contracting,12341554
2020-01-01,Southcoast Welding & Manufacturing,Federal Contracting,12339328
2020-01-01,Siemens Medical,Federal Contracting,12291860
2020-01-01,Curtiss-wright Controls Electronic,Federal Contracting,12273870
2020-01-01,CACI,Federal Contracting,12242375
2020-01-01,Redhorse,Federal Contracting,12236776
2020-01-01,Innovative Operations,Federal Contracting,12201914
2020-01-01,Aardvark,Federal Contracting,12198177
2020-01-01,Speedway Orion Jv,Federal Contracting,12133074
2020-01-01,Freeman Riverside,Federal Contracting,12124721
2020-01-01,Ellume,Federal Contracting,11980000
2020-01-01,Abide,Federal Contracting,11951923
2020-01-01,Propulsion Controls Engineering,Federal Contracting,11943972
2020-01-01,Durable Good-men Jv,Federal Contracting,11930305
2020-01-01,Raytheon,Federal Contracting,11896212
2020-01-01,Cypher Analytics,Federal Contracting,11825169
2020-01-01,Divine Imaging,Federal Contracting,11752209
2020-01-01,Ea Engineering Science Inc. Pbc,Federal Contracting,11738976
2020-01-01,Stottler Henke Associates,Federal Contracting,11738276
2020-01-01,Mx Construction,Federal Contracting,11722311
2020-01-01,Ahtna Facility,Federal Contracting,11669000
2020-01-01,Ab Sciex,Federal Contracting,11629083
2020-01-01,Bristol Engineering,Federal Contracting,11628141
2020-01-01,Bethel-garney Jv,Federal Contracting,11627951
2020-01-01,Tyto Government,Federal Contracting,11544913
2020-01-01,Southern California Edison,Federal Contracting,11540660
2020-01-01,Geo Reentry,Federal Contracting,11529601
2020-01-01,Synectic,Federal Contracting,11489575
2020-01-01,Honeywell,Federal Contracting,11483615
2020-01-01,Leidos,Federal Contracting,11482667
2020-01-01,Infinite,Federal Contracting,11468268
2020-01-01,The Logical-r Joint Venture,Federal Contracting,11423248
2020-01-01,Cmcs - T Simons Jv,Federal Contracting,11419466
2020-01-01,Information,Federal Contracting,11362293
2020-01-01,Alpha Omega,Federal Contracting,11341123
2020-01-01,Hewlett Packard,Federal Contracting,11303385
2021-01-01,Health Net,Federal Contracting,3213654703
2021-01-01,Lawrence Livermore,Federal Contracting,2755442804
2021-01-01,California Institute,Federal Contracting,2252563569
2021-01-01,Lockheed Martin,Federal Contracting,1948113140
2021-01-01,General Atomics,Federal Contracting,1945875780
2021-01-01,Boeing,Federal Contracting,1476317059
2021-01-01,Raytheon,Federal Contracting,1172177383
2021-01-01,Aerospace,Federal Contracting,1099552113
