date,name,category,value
2020-01-01,Semanticbits,Federal Contracting,21524973
2020-01-01,Polaris Alpha,Federal Contracting,21503391
2020-01-01,Eagle,Federal Contracting,21482604
2020-01-01,Gunnison Consulting,Federal Contracting,21417709
2020-01-01,Atlantic Machinery,Federal Contracting,21289864
2020-01-01,Solipsys,Federal Contracting,21152410
2020-01-01,Your Recruiting,Federal Contracting,21093140
2020-01-01,Fedstore,Federal Contracting,20865234
2020-01-01,Broadleaf,Federal Contracting,20801824
2020-01-01,Qiagen,Federal Contracting,20798661
2020-01-01,Lockheed Martin,Federal Contracting,20798525
2020-01-01,The Logistics,Federal Contracting,20726305
2020-01-01,Trace,Federal Contracting,20722588
2020-01-01,Sapient Government,Federal Contracting,20683277
2020-01-01,Patriot Construction,Federal Contracting,20640090
2020-01-01,Abt Global,Federal Contracting,20505356
2020-01-01,The Bizzell,Federal Contracting,20349638
2020-01-01,Government Acquisitions,Federal Contracting,20331898
2020-01-01,National Opinion Research Center,Federal Contracting,20321515
2020-01-01,Paragon,Federal Contracting,20233153
2020-01-01,Omnitec,Federal Contracting,20128692
2020-01-01,National Collegiate Inventors & Innovators,Federal Contracting,20095292
2020-01-01,Universities Space Research Association,Federal Contracting,20088283
2020-01-01,Social & Scientific,Federal Contracting,20025628
2020-01-01,Washington Gas Light,Federal Contracting,19963376
2020-01-01,Lockheed Martin,Federal Contracting,19886249
2020-01-01,Spectrum Healthcare Resources,Federal Contracting,19743217
2020-01-01,Sev1tech,Federal Contracting,19728564
2020-01-01,Strategic Institute,Federal Contracting,19697470
2020-01-01,Ace Maintenance &,Federal Contracting,19661309
2020-01-01,Penobscot Support,Federal Contracting,19652847
2020-01-01,Mckinsey & Company Inc. Washington D.c,Federal Contracting,19421936
2020-01-01,Aurotech,Federal Contracting,19389615
2020-01-01,Govsmart,Federal Contracting,19384343
2020-01-01,Powertrain,Federal Contracting,19323854
2020-01-01,Alvarez,Federal Contracting,19317588
2020-01-01,Valiant Government,Federal Contracting,19237938
2020-01-01,Ventech,Federal Contracting,19190129
2020-01-01,Jade Creek Construction,Federal Contracting,19165700
2020-01-01,Northrop Grumman,Federal Contracting,19068266
2020-01-01,Dsfederal,Federal Contracting,19037012
2020-01-01,Hardwire,Federal Contracting,19000283
2020-01-01,Phoenix Trading,Federal Contracting,18986117
2020-01-01,Etolin Strait Partners,Federal Contracting,18934586
2020-01-01,Digital Infuzion,Federal Contracting,18816943
2020-01-01,Brillient,Federal Contracting,18761015
2020-01-01,Gama-1,Federal Contracting,18565975
2020-01-01,Bowhead Business,Federal Contracting,18450548
2020-01-01,Inuteq,Federal Contracting,18435034
2020-01-01,Clark Construction,Federal Contracting,18372142
2020-01-01,Ausley Associates,Federal Contracting,18305703
2020-01-01,Eagle Health,Federal Contracting,18198549
2020-01-01,Integral,Federal Contracting,17878821
2020-01-01,Systematic,Federal Contracting,17797663
2020-01-01,Coherent Technical,Federal Contracting,17794840
2020-01-01,Oakland Consulting,Federal Contracting,17793280
2020-01-01,Expression Networks,Federal Contracting,17771538
2020-01-01,Ritenet,Federal Contracting,17738317
2020-01-01,Scientific Consulting,Federal Contracting,17683479
2020-01-01,Dcs,Federal Contracting,17676089
2020-01-01,Teksynap,Federal Contracting,17613306
2020-01-01,Unitech Consulting,Federal Contracting,17515363
2020-01-01,The Royster,Federal Contracting,17512715
2020-01-01,CACI,Federal Contracting,17499147
2020-01-01,Global Science &,Federal Contracting,17411340
2020-01-01,City Light & Power Aberdeen,Federal Contracting,17268271
2020-01-01,University Virgin Islands,Federal Contracting,17264334
2020-01-01,Hsu Development,Federal Contracting,17245655
2020-01-01,Securityhunter,Federal Contracting,17236249
2020-01-01,Medical Center Orthotics Prosthetics,Federal Contracting,17168620
2020-01-01,Flexion,Federal Contracting,17083859
2020-01-01,Aep Energy,Federal Contracting,17065682
2020-01-01,Stg,Federal Contracting,16974777
2020-01-01,Sterling Computers,Federal Contracting,16951597
2020-01-01,Washington Suburban Sanitary Commission,Federal Contracting,16939317
2020-01-01,Stampede Ventures,Federal Contracting,16874813
2020-01-01,Enterprise Resource Planning,Federal Contracting,16817475
2020-01-01,Govconnection,Federal Contracting,16808502
2020-01-01,Psi Pax,Federal Contracting,16807539
2020-01-01,Synergy,Federal Contracting,16801077
2020-01-01,Epoch Concepts,Federal Contracting,16748993
2020-01-01,The Broad Institute,Federal Contracting,16708647
2020-01-01,Priority One,Federal Contracting,16705419
2020-01-01,National Associates,Federal Contracting,16663471
2020-01-01,Ventera,Federal Contracting,16645830
2020-01-01,Cherokee Nation Mechanical,Federal Contracting,16602920
2020-01-01,GDIT,Federal Contracting,16589307
2020-01-01,Advanced Bioscience Laboratories,Federal Contracting,16557292
2020-01-01,Huang-gaghan Jv Two,Federal Contracting,16541484
2020-01-01,Johnson Controls Government,Federal Contracting,16462037
2020-01-01,Scitech,Federal Contracting,16384101
2020-01-01,Asrc Data Networx,Federal Contracting,16351457
2020-01-01,Agile Defense,Federal Contracting,16327042
2020-01-01,G-w Management,Federal Contracting,16182005
2020-01-01,Tuva,Federal Contracting,16157935
2020-01-01,Phillips,Federal Contracting,16043318
2020-01-01,American Water Operations Maintenance,Federal Contracting,16041361
2020-01-01,Mpf-zai,Federal Contracting,16037263
2020-01-01,American Electronics,Federal Contracting,16022662
2020-01-01,Jacobs,Federal Contracting,16011375
2020-01-01,Variq,Federal Contracting,15970429
2020-01-01,Project Enhancement,Federal Contracting,15960875
2020-01-01,Cubic Digital Intelligence,Federal Contracting,15951579
2020-01-01,John C. Grimberg,Federal Contracting,15940389
2020-01-01,Talu,Federal Contracting,15935080
2020-01-01,Battelle Biodefense Institute,Federal Contracting,15885823
2020-01-01,Peraton,Federal Contracting,15880303
2020-01-01,Digital Receiver,Federal Contracting,15809619
2020-01-01,Alutiiq,Federal Contracting,15806644
2020-01-01,Scope Infotech,Federal Contracting,15800960
2020-01-01,Research & Engineering Development,Federal Contracting,15707132
2020-01-01,Insys,Federal Contracting,15690117
2020-01-01,Eagle Hill Consulting,Federal Contracting,15439247
2020-01-01,Cliftonlarsonallen Llp,Federal Contracting,15404311
2020-01-01,Metrostar,Federal Contracting,15377370
2020-01-01,Index Analytics,Federal Contracting,15365241
2020-01-01,Astrix,Federal Contracting,15343180
2020-01-01,Raytheon,Federal Contracting,15293718
2020-01-01,American Programs,Federal Contracting,15190860
2020-01-01,Goldbelt Frontier,Federal Contracting,15189893
2020-01-01,Myers & Stauffer Lc,Federal Contracting,15156399
2020-01-01,Enterprise,Federal Contracting,15047096
2020-01-01,Actionet,Federal Contracting,15022360
2020-01-01,Gartner,Federal Contracting,15008338
2020-01-01,Visual Connections,Federal Contracting,14929121
2020-01-01,Telecommunication,Federal Contracting,14909596
2020-01-01,Avian-precise,Federal Contracting,14904602
2020-01-01,Nimbus Consulting,Federal Contracting,14762620
2020-01-01,Alutiiq,Federal Contracting,14738182
2020-01-01,Desbuild,Federal Contracting,14682595
2020-01-01,Leidos,Federal Contracting,14492064
2020-01-01,Raytheon,Federal Contracting,14456142
2020-01-01,Rivertech,Federal Contracting,14442240
2020-01-01,Siemens Industry,Federal Contracting,14296705
2020-01-01,Science &,Federal Contracting,14282755
2020-01-01,Golden Svcs,Federal Contracting,14252642
2020-01-01,Yahya,Federal Contracting,14190200
2020-01-01,Systems Engineering,Federal Contracting,14123868
2020-01-01,Quality Support,Federal Contracting,14098506
2020-01-01,Government Guam- Department Of Administration,Federal Contracting,14067666
2020-01-01,L1,Federal Contracting,14046425
2020-01-01,Greenfield Engineering,Federal Contracting,14018806
2020-01-01,Sts Training,Federal Contracting,13974771
2020-01-01,Nes Associates,Federal Contracting,13877176
2020-01-01,Northrop Grumman,Federal Contracting,13866886
2020-01-01,Antech,Federal Contracting,13842445
2020-01-01,Purisolve,Federal Contracting,13715546
2020-01-01,Miracle,Federal Contracting,13667841
2020-01-01,Mercury Defense,Federal Contracting,13602028
2020-01-01,Ripple Effect Communications,Federal Contracting,13595322
2020-01-01,Ipkeys,Federal Contracting,13521060
2020-01-01,The Informatics Applications,Federal Contracting,13515944
2020-01-01,Frequentis,Federal Contracting,13496550
2020-01-01,Dpr Construction A General Partnership,Federal Contracting,13456446
2020-01-01,Diversified Contracting,Federal Contracting,13446487
2020-01-01,Bcg,Federal Contracting,13444501
2020-01-01,Price Modern,Federal Contracting,13440703
2020-01-01,Technology,Federal Contracting,13426920
2020-01-01,Cma,Federal Contracting,13408019
2020-01-01,Prime Source,Federal Contracting,13380791
2020-01-01,Matrix Providers,Federal Contracting,13364747
2020-01-01,5366 Logistics Leopardo Mpa Sdvosb Jv,Federal Contracting,13339142
2020-01-01,Triumph,Federal Contracting,13332347
2020-01-01,Island Contracting,Federal Contracting,13328605
2020-01-01,Acumen,Federal Contracting,13277630
2020-01-01,Seventh Sense Consulting,Federal Contracting,13212084
2020-01-01,Asrc Data,Federal Contracting,13205252
2020-01-01,Hii Mission,Federal Contracting,13195867
2020-01-01,Sierra Nevada,Federal Contracting,13140665
2020-01-01,Pacarctic,Federal Contracting,13134332
2020-01-01,Dv United,Federal Contracting,13121140
2020-01-01,Starry Associates,Federal Contracting,13051189
2020-01-01,Servicesource,Federal Contracting,13045361
2020-01-01,Abbott Rapid Dx North America,Federal Contracting,12997448
2020-01-01,Lynker,Federal Contracting,12976415
2020-01-01,Island Peer Review Organization,Federal Contracting,12960000
2020-01-01,The Escal Institute,Federal Contracting,12887104
2020-01-01,Booz Allen,Federal Contracting,12846169
2020-01-01,Maximus,Federal Contracting,12803723
2020-01-01,Leidos,Federal Contracting,12783984
2020-01-01,Asrc Professional,Federal Contracting,12761375
2020-01-01,Strativia,Federal Contracting,12712194
2020-01-01,Competitive Range,Federal Contracting,12688630
2020-01-01,Solutions By Design Ii,Federal Contracting,12684105
2020-01-01,Olgoonik Specialty Contractors,Federal Contracting,12673573
2020-01-01,Coastal Sunbelt Produce,Federal Contracting,12644180
2020-01-01,Metro Office,Federal Contracting,12606272
2020-01-01,Panum Telecom,Federal Contracting,12591894
2020-01-01,Acentra Health,Federal Contracting,12585605
2020-01-01,Facility Management,Federal Contracting,12580235
2020-01-01,Chimes District Columbia,Federal Contracting,12528261
2020-01-01,Advanced Programs,Federal Contracting,12512505
2020-01-01,Arlluk,Federal Contracting,12504094
2020-01-01,Gcc,Federal Contracting,12471819
2020-01-01,Paragon Micro,Federal Contracting,12381095
2020-01-01,Dnt,Federal Contracting,12370016
2020-01-01,Gp Strategies,Federal Contracting,12362258
2020-01-01,Systems Application &,Federal Contracting,12360036
2020-01-01,Intelsat General Communications,Federal Contracting,12296675
2020-01-01,Dark Wolf,Federal Contracting,12272055
2021-01-01,Optum,Federal Contracting,2820008441
2021-01-01,Johns Hopkins,Federal Contracting,1462502202
2021-01-01,Leidos,Federal Contracting,934665398
2021-01-01,Booz Allen,Federal Contracting,769168164
2021-01-01,Lockheed Martin,Federal Contracting,600039450
2021-01-01,Bae &,Federal Contracting,597910693
2021-01-01,Emergent Product Development Gaithersburg,Federal Contracting,591641692
2021-01-01,Northrop Grumman,Federal Contracting,489099215
2021-01-01,Johns Hopkins,Federal Contracting,447958173
2021-01-01,International Business Machines,Federal Contracting,441852140
2021-01-01,Leidos,Federal Contracting,437151934
2021-01-01,Leidos,Federal Contracting,428081931
2021-01-01,Amentum,Federal Contracting,378086466
2021-01-01,Fcn,Federal Contracting,369681577
2021-01-01,Federal Resources Supply,Federal Contracting,358609728
2021-01-01,Textron,Federal Contracting,331819224
2021-01-01,Hensel Phelps Construction,Federal Contracting,325882566
2021-01-01,Northrop Grumman,Federal Contracting,313117272
2021-01-01,Tcom L.p,Federal Contracting,300774864
2021-01-01,Deloitte,Federal Contracting,300257897
2021-01-01,GDIT,Federal Contracting,292305951
2021-01-01,Westat,Federal Contracting,291464446
2021-01-01,Northrop Grumman,Federal Contracting,267836900
2021-01-01,Northrop Grumman,Federal Contracting,261874546
2021-01-01,Science Applications,Federal Contracting,247748364
2021-01-01,Kelly,Federal Contracting,236432511
2021-01-01,Accenture Federal,Federal Contracting,225328012
