date,name,category,value
2020-01-01,Balfour Beatty Construction,Federal Contracting,104961599
2020-01-01,National For Blind,Federal Contracting,103219206
2020-01-01,Valiant Integrated,Federal Contracting,101084163
2020-01-01,Magellan Healthcare,Federal Contracting,100954002
2020-01-01,O&m Halyard,Federal Contracting,100754248
2020-01-01,CACI,Federal Contracting,100235184
2020-01-01,Favor Techconsulting,Federal Contracting,100199602
2020-01-01,Jacobs,Federal Contracting,99783292
2020-01-01,Leidos,Federal Contracting,99088526
2020-01-01,International Business Machines,Federal Contracting,98947660
2020-01-01,Hii Fleet Support,Federal Contracting,94190264
2020-01-01,Cognosante Mvh,Federal Contracting,93115267
2020-01-01,Goldschmitt-cri,Federal Contracting,92790200
2020-01-01,Immixtechnology,Federal Contracting,92753518
2020-01-01,Vectrus,Federal Contracting,92719509
2020-01-01,Advanced Computer Concepts,Federal Contracting,85971468
2020-01-01,Heritage Health,Federal Contracting,85341729
2020-01-01,Dzyne,Federal Contracting,84894425
2020-01-01,Carelon Health,Federal Contracting,84594528
2020-01-01,Colonna's Ship Yard,Federal Contracting,83724159
2020-01-01,Dev,Federal Contracting,82589146
2020-01-01,Intrepid,Federal Contracting,82450796
2020-01-01,Level 3 Communications,Federal Contracting,81463391
2020-01-01,Airborne Tactical Advantage,Federal Contracting,81256415
2020-01-01,Brillient,Federal Contracting,80903370
2020-01-01,Mythics,Federal Contracting,80487825
2020-01-01,Amentum,Federal Contracting,80232666
2020-01-01,Hii Mission,Federal Contracting,78550401
2020-01-01,Qed,Federal Contracting,78255272
2020-01-01,Falconwood,Federal Contracting,77604766
2020-01-01,B 3,Federal Contracting,77292862
2020-01-01,Vion,Federal Contracting,77099243
2020-01-01,TriWest,Federal Contracting,76197639
2020-01-01,Govsmart,Federal Contracting,75915365
2020-01-01,Vae,Federal Contracting,74783580
2020-01-01,Telos,Federal Contracting,74382580
2020-01-01,Spinvi Consulting,Federal Contracting,73755507
2020-01-01,P E,Federal Contracting,73333173
2020-01-01,American Type Culture Collection,Federal Contracting,73101335
2020-01-01,Rq Construction,Federal Contracting,72910027
2020-01-01,Cherokee Nation Strategic Programs,Federal Contracting,72550604
2020-01-01,Teksynap,Federal Contracting,72436691
2020-01-01,Northrop Grumman,Federal Contracting,72436134
2020-01-01,Dell L.p,Federal Contracting,72090774
2020-01-01,Ens,Federal Contracting,71326655
2020-01-01,Ch2m Hill - Cdm Pa-tac Recovery,Federal Contracting,70891502
2020-01-01,Triple Canopy,Federal Contracting,70320404
2020-01-01,Halfaker Associates,Federal Contracting,70269085
2020-01-01,Amyx,Federal Contracting,70241781
2020-01-01,Noblis,Federal Contracting,69744134
2020-01-01,Ca,Federal Contracting,69177294
2020-01-01,Pae Aviation Technical,Federal Contracting,69062569
2020-01-01,At&t Technical,Federal Contracting,68892639
2020-01-01,Microtechnologies,Federal Contracting,68764549
2020-01-01,Deloitte,Federal Contracting,68700751
2020-01-01,Modern,Federal Contracting,68420574
2020-01-01,Sev1tech,Federal Contracting,68369337
2020-01-01,The Rand,Federal Contracting,68200541
2020-01-01,The Keyw,Federal Contracting,67214338
2020-01-01,Sos,Federal Contracting,67160862
2020-01-01,Keylogic Associates,Federal Contracting,67053802
2020-01-01,Two Six Labs,Federal Contracting,66738861
2020-01-01,Magellan,Federal Contracting,66195009
2020-01-01,Ec America,Federal Contracting,66015664
2020-01-01,CACI,Federal Contracting,64936366
2020-01-01,By Light Professional It,Federal Contracting,64894779
2020-01-01,Global Infotek,Federal Contracting,63625824
2020-01-01,Bae &,Federal Contracting,62988652
2020-01-01,Adams Communication & Engineering,Federal Contracting,61772971
2020-01-01,Semanticbits,Federal Contracting,61420808
2020-01-01,Star Energy Resources,Federal Contracting,61118440
2020-01-01,Maximus,Federal Contracting,60691777
2020-01-01,Emc,Federal Contracting,60319052
2020-01-01,Applied Research Associates,Federal Contracting,60153188
2020-01-01,General Dynamics Global Force,Federal Contracting,60078080
2020-01-01,Three Wire,Federal Contracting,60021893
2020-01-01,The Boston Consulting,Federal Contracting,60021185
2020-01-01,Rei,Federal Contracting,60010656
2020-01-01,Strategic Resources,Federal Contracting,59630369
2020-01-01,Grant Thornton Llp,Federal Contracting,59252692
2020-01-01,Empower Ai,Federal Contracting,59193169
2020-01-01,CACI,Federal Contracting,58667070
2020-01-01,Accenture Federal,Federal Contracting,58423314
2020-01-01,Artel,Federal Contracting,58347204
2020-01-01,Northrop Grumman,Federal Contracting,58198591
2020-01-01,Prism Maritime,Federal Contracting,57489484
2020-01-01,Pae Labat-anderson,Federal Contracting,57459799
2020-01-01,Karsun,Federal Contracting,56525248
2020-01-01,Mvm,Federal Contracting,56462529
2020-01-01,Spectrum Healthcare Resources,Federal Contracting,56430209
2020-01-01,General Dynamics Mission,Federal Contracting,56171058
2020-01-01,Cdw Government,Federal Contracting,56122756
2020-01-01,Peraton,Federal Contracting,55873848
2020-01-01,Actionet,Federal Contracting,55651080
2020-01-01,Ses Space & Defense,Federal Contracting,54911316
2020-01-01,Kearney & Company P.c,Federal Contracting,54011966
2020-01-01,Virginia Electric Power,Federal Contracting,53900794
2020-01-01,Igov,Federal Contracting,53860140
2020-01-01,Harris,Federal Contracting,53071180
2020-01-01,W R,Federal Contracting,52720900
2020-01-01,Asm Research,Federal Contracting,52588781
2020-01-01,Salient,Federal Contracting,52188104
2020-01-01,Signature Choice,Federal Contracting,52155505
2020-01-01,Orbital Sciences,Federal Contracting,52006269
2020-01-01,Sysco Hampton Roads,Federal Contracting,51834973
2020-01-01,Simventions,Federal Contracting,51695349
2020-01-01,22nd Century,Federal Contracting,51090782
2020-01-01,Sms Data Products,Federal Contracting,50673165
2020-01-01,The Lewin,Federal Contracting,50627563
2020-01-01,Zeiders,Federal Contracting,50255708
2020-01-01,Obxtek,Federal Contracting,50195653
2020-01-01,Bowhead Professional,Federal Contracting,49981807
2020-01-01,Agile Defense,Federal Contracting,49930021
2020-01-01,Panamerica Computers,Federal Contracting,49906864
2020-01-01,M. C. Dean,Federal Contracting,49839117
2020-01-01,Tecni,Federal Contracting,49409523
2020-01-01,Frontier,Federal Contracting,49266561
2020-01-01,Forfeiture Support Associates,Federal Contracting,49130382
2020-01-01,Didlake,Federal Contracting,49127045
2020-01-01,Acumen,Federal Contracting,49042222
2020-01-01,Pae,Federal Contracting,49019803
2020-01-01,Servicesource,Federal Contracting,48917201
2020-01-01,Fors Marsh,Federal Contracting,48557326
2020-01-01,Seneca Global,Federal Contracting,48476703
2020-01-01,Merlin,Federal Contracting,48441655
2020-01-01,International Business Machines,Federal Contracting,48402610
2020-01-01,Sekon,Federal Contracting,48279567
2020-01-01,Broadleaf,Federal Contracting,47935533
2020-01-01,Dun & Bradstreet,Federal Contracting,47915678
2020-01-01,ManTech,Federal Contracting,47900304
2020-01-01,Pae Professional,Federal Contracting,47760285
2020-01-01,Skookum Educational Programs,Federal Contracting,47296324
2020-01-01,Purcell Construction,Federal Contracting,47269234
2020-01-01,Southeastern Computer Consultants,Federal Contracting,47034960
2020-01-01,Inserso,Federal Contracting,46975259
2020-01-01,Fcn,Federal Contracting,46867227
2020-01-01,Raytheon,Federal Contracting,46705095
2020-01-01,Bechtel,Federal Contracting,46625813
2020-01-01,Syncon,Federal Contracting,46352331
2020-01-01,L3harris Maritime,Federal Contracting,46043747
2020-01-01,George Mason University,Federal Contracting,45874052
2020-01-01,Meb General Contractors,Federal Contracting,45491951
2020-01-01,Professional Contract,Federal Contracting,45080791
2020-01-01,Starr Ii A Joint Venture,Federal Contracting,45058140
2020-01-01,Aranea,Federal Contracting,44930070
2020-01-01,Peraton,Federal Contracting,44457313
2020-01-01,New Tech,Federal Contracting,44363352
2020-01-01,Oceaneering,Federal Contracting,44357229
2020-01-01,Innovative Management Concepts,Federal Contracting,44264502
2020-01-01,Military Produce,Federal Contracting,44220507
2020-01-01,Kbr Wyle,Federal Contracting,44047856
2020-01-01,Culmen,Federal Contracting,43911889
2020-01-01,Fibertek,Federal Contracting,43793541
2020-01-01,Netimpact Strategies,Federal Contracting,43517132
2020-01-01,Avantus,Federal Contracting,43473696
2020-01-01,Gryphon L.c,Federal Contracting,42926664
2020-01-01,Aptim Aecom Decommissioning,Federal Contracting,42861305
2020-01-01,Systems Planning Analysis,Federal Contracting,41989088
2020-01-01,Technology,Federal Contracting,41269507
2020-01-01,Global,Federal Contracting,41082841
2020-01-01,Honeywell,Federal Contracting,40913838
2020-01-01,Govcio,Federal Contracting,40882976
2020-01-01,Northrop Grumman,Federal Contracting,40457093
2020-01-01,Sapient Government,Federal Contracting,40396452
2020-01-01,Calibre,Federal Contracting,40393493
2020-01-01,Talu,Federal Contracting,40350882
2020-01-01,Transoceanic Cable Ship,Federal Contracting,39894075
2020-01-01,Invictus Consulting,Federal Contracting,39856523
2020-01-01,Agustawestland Philadelphia,Federal Contracting,38790801
2020-01-01,Pae Aviation Technical,Federal Contracting,38612531
2020-01-01,Sicpa Securink,Federal Contracting,37789665
2020-01-01,Mayvin,Federal Contracting,37588852
2020-01-01,Omega Aerial Refueling,Federal Contracting,37467583
2020-01-01,Cerner,Federal Contracting,37190156
2020-01-01,Eagle Harbor,Federal Contracting,36602605
2020-01-01,American Rheinmetall Munition,Federal Contracting,36409541
2020-01-01,Chenega Infinity,Federal Contracting,36215648
2020-01-01,I3,Federal Contracting,36106388
2020-01-01,Kudu Dynamics,Federal Contracting,35986720
2020-01-01,Sigmatech,Federal Contracting,35950138
2020-01-01,Raytheon,Federal Contracting,35821286
2020-01-01,Octo Consulting,Federal Contracting,35654867
2020-01-01,Eagle,Federal Contracting,34882482
2020-01-01,Securitas Critical Infrastructure,Federal Contracting,34860509
2020-01-01,Tuvli,Federal Contracting,34744855
2020-01-01,Usfalcon,Federal Contracting,34504530
2020-01-01,Altamira,Federal Contracting,34304638
2020-01-01,Health Quality Innovators,Federal Contracting,34179447
2020-01-01,Seaward Marine,Federal Contracting,33754199
2020-01-01,General Dynamics Mission,Federal Contracting,33516808
2020-01-01,Electric Boat,Federal Contracting,33273223
2020-01-01,National Conferencing,Federal Contracting,33069233
2020-01-01,Steampunk,Federal Contracting,33054350
2020-01-01,Disys,Federal Contracting,33014940
2020-01-01,Decision,Federal Contracting,32855423
2020-01-01,Patricio,Federal Contracting,32805661
2020-01-01,Elbit America - Night Vision,Federal Contracting,32755367
2020-01-01,Everfox,Federal Contracting,32660709
2020-01-01,Paragon,Federal Contracting,32588586
2020-01-01,Maersk Line,Federal Contracting,32391737
2020-01-01,Widepoint Integrated,Federal Contracting,32243774
2020-01-01,Integrated Data,Federal Contracting,32223968
2020-01-01,Jsi Telecom,Federal Contracting,31689187
2020-01-01,Ocean Construction,Federal Contracting,31481199
2020-01-01,Whiting-turner Contracting Company,Federal Contracting,31363965
2020-01-01,Technica,Federal Contracting,31238721
2020-01-01,Jo-kell,Federal Contracting,31190101
2020-01-01,Valiant Global Defense,Federal Contracting,31159724
2020-01-01,Advancia,Federal Contracting,31109287
2020-01-01,Zel,Federal Contracting,30783637
2020-01-01,J. W. Clark,Federal Contracting,30777240
2020-01-01,Lyon Shipyard,Federal Contracting,30750919
2020-01-01,Government Acquisitions,Federal Contracting,30458780
2020-01-01,Leidos,Federal Contracting,30182019
2020-01-01,Threat Tec - Yorktown Jv,Federal Contracting,30178842
2020-01-01,CACI,Federal Contracting,30152130
2020-01-01,Sbd Alliant,Federal Contracting,30141873
2020-01-01,Tyto Athene,Federal Contracting,29984308
2020-01-01,Tuknik Government,Federal Contracting,29968579
2020-01-01,Govplace,Federal Contracting,29831065
2020-01-01,Kihomac,Federal Contracting,29679736
2020-01-01,Johnson Controls,Federal Contracting,29673478
2020-01-01,Tatitlek,Federal Contracting,29495007
2020-01-01,Mcr,Federal Contracting,29325193
2020-01-01,Stratascor,Federal Contracting,29225067
2020-01-01,Blue Canopy,Federal Contracting,29224295
2020-01-01,Battlespace,Federal Contracting,29156121
2020-01-01,Dtsv,Federal Contracting,29036783
2020-01-01,Cloud Lake,Federal Contracting,28831099
2020-01-01,International Business & Technical Consultants,Federal Contracting,28796582
2020-01-01,Produce Source Partners,Federal Contracting,28792669
2020-01-01,CACI,Federal Contracting,28688878
2020-01-01,Coventbridge,Federal Contracting,28622367
2020-01-01,Cherokee Nation Mission,Federal Contracting,28595823
2020-01-01,Sehlke Consulting,Federal Contracting,28415432
2020-01-01,Hci Management,Federal Contracting,28391709
2020-01-01,Development Infostructure,Federal Contracting,28309410
2020-01-01,Raytheon,Federal Contracting,28247544
2020-01-01,Bcf,Federal Contracting,28199197
2020-01-01,Pro-sphere Tek,Federal Contracting,28155264
2020-01-01,Metron,Federal Contracting,28127907
2020-01-01,Northrop Grumman,Federal Contracting,28004741
2020-01-01,Intellidyne,Federal Contracting,27805155
2020-01-01,Innotion,Federal Contracting,27753312
2020-01-01,Chenega Decision Sciences,Federal Contracting,27749976
2020-01-01,Qed,Federal Contracting,27634085
2020-01-01,General Dynamics Mission,Federal Contracting,27533479
2020-01-01,Resilience Action Partners,Federal Contracting,27499012
2020-01-01,Tyto Government,Federal Contracting,27268737
2020-01-01,Peregrine Technical,Federal Contracting,27184383
2020-01-01,Cydecor,Federal Contracting,27065491
2020-01-01,W. M. Jordan,Federal Contracting,27016700
2020-01-01,Ita,Federal Contracting,26901318
2020-01-01,Engility,Federal Contracting,26667704
2020-01-01,Ge Aviation,Federal Contracting,26646604
2020-01-01,Ch2m Hill,Federal Contracting,26640901
2020-01-01,Planned,Federal Contracting,26525786
2020-01-01,Enterprise Resource Performance,Federal Contracting,26496408
2020-01-01,Sauer Construction,Federal Contracting,26445000
2020-01-01,System High,Federal Contracting,26383169
2020-01-01,Insight,Federal Contracting,26260940
2020-01-01,Global,Federal Contracting,26148470
2020-01-01,Lynxnet,Federal Contracting,26000966
2020-01-01,Aermor,Federal Contracting,25945281
2020-01-01,Aptim,Federal Contracting,25869596
2020-01-01,The Tauri,Federal Contracting,25806572
2020-01-01,Swish Data,Federal Contracting,25789802
2020-01-01,Brtrc,Federal Contracting,25502635
2020-01-01,Aptive Resources,Federal Contracting,25487815
2020-01-01,Leidos,Federal Contracting,25438304
2020-01-01,Fedbiz It,Federal Contracting,25231413
2020-01-01,Prescient Edge,Federal Contracting,25224850
2020-01-01,Segue,Federal Contracting,25108474
2020-01-01,Asturian,Federal Contracting,25046339
2020-01-01,Panum Telecom,Federal Contracting,24997690
2020-01-01,Thomson Reuters Special,Federal Contracting,24992336
2020-01-01,Lumen Government,Federal Contracting,24948541
2020-01-01,Ncr Government,Federal Contracting,24899343
2020-01-01,Itc,Federal Contracting,24874456
2020-01-01,Ogsystems,Federal Contracting,24648451
2020-01-01,Nisga'a Tek,Federal Contracting,24614387
2020-01-01,Olgoonik,Federal Contracting,24600046
2020-01-01,Dh,Federal Contracting,24587287
2020-01-01,Viasat,Federal Contracting,24548795
2020-01-01,ManTech,Federal Contracting,24316470
2020-01-01,Warhorse Training,Federal Contracting,24176108
2020-01-01,Microhealth,Federal Contracting,24125049
2020-01-01,Dynamic,Federal Contracting,24113586
2020-01-01,Epsilon,Federal Contracting,24070085
2020-01-01,Chenega Technical Innovations,Federal Contracting,24069939
2020-01-01,Red River,Federal Contracting,24066087
2020-01-01,Technology Trends,Federal Contracting,24029195
2020-01-01,Strategic Analysis,Federal Contracting,23979235
2020-01-01,Copper River Infrastructure,Federal Contracting,23953213
2020-01-01,Innovative Management & Approaches,Federal Contracting,23932088
2020-01-01,Verizon,Federal Contracting,23914118
2020-01-01,Definitive Logic,Federal Contracting,23827657
2020-01-01,Continental Heavy Civil,Federal Contracting,23778240
2020-01-01,Janus Research,Federal Contracting,23726907
2020-01-01,Blue Tech,Federal Contracting,23684121
2020-01-01,Sevatec,Federal Contracting,23683471
2020-01-01,Sbg,Federal Contracting,23600616
2020-01-01,Incadence Strategic,Federal Contracting,23499235
2020-01-01,Innovative Defense,Federal Contracting,23490674
2020-01-01,Obsidian,Federal Contracting,23414391
2020-01-01,Analytic,Federal Contracting,23346080
2020-01-01,Michael Stapleton Associates,Federal Contracting,23150573
2020-01-01,Nuaxis,Federal Contracting,23031780
2020-01-01,Varec,Federal Contracting,22933339
2020-01-01,Communications Resource,Federal Contracting,22803413
2020-01-01,Sustainable,Federal Contracting,22588508
2020-01-01,Gms Industrial Supply,Federal Contracting,22572024
2020-01-01,360 Patriot,Federal Contracting,22451468
2020-01-01,Alexandria Insights,Federal Contracting,22312046
2020-01-01,Peraton,Federal Contracting,22278171
2020-01-01,Comptech Computer,Federal Contracting,22166230
2020-01-01,Engineering Network,Federal Contracting,22061036
2020-01-01,Branscome Operating,Federal Contracting,22056220
2020-01-01,Bae &,Federal Contracting,21817530
2020-01-01,Nakupuna,Federal Contracting,21746280
2020-01-01,Rivertech,Federal Contracting,21696757
2020-01-01,Executive Protection,Federal Contracting,21689802
2020-01-01,Softrams,Federal Contracting,21637994
2020-01-01,Fedresults,Federal Contracting,21597978
2020-01-01,Corps,Federal Contracting,21588961
2020-01-01,Argo Turboserve,Federal Contracting,21494218
2020-01-01,Goldbelt Frontier,Federal Contracting,21488698
2020-01-01,Ist Research,Federal Contracting,21434220
2020-01-01,Pragmatics,Federal Contracting,21279844
2020-01-01,Hourigan Construction,Federal Contracting,21278187
2020-01-01,Lumbee Tribe,Federal Contracting,21256330
2020-01-01,Project Support,Federal Contracting,21175240
2020-01-01,Criterion,Federal Contracting,21044191
2020-01-01,Emcor Government,Federal Contracting,21032682
2020-01-01,Intelligent Waves,Federal Contracting,21008526
2020-01-01,Mercom,Federal Contracting,20992321
2020-01-01,Distributed Computing Provider,Federal Contracting,20889913
2020-01-01,Muscogee,Federal Contracting,20840485
2020-01-01,Aeyon,Federal Contracting,20819934
2020-01-01,Nationwide It,Federal Contracting,20763648
2020-01-01,Aurora Flight Sciences,Federal Contracting,20755678
2020-01-01,Fairlead Boatworks,Federal Contracting,20720268
2020-01-01,Snap,Federal Contracting,20696305
2020-01-01,Advanced Management Strategies,Federal Contracting,20560303
2020-01-01,Millennium,Federal Contracting,20497229
2020-01-01,Osi,Federal Contracting,20481609
2020-01-01,Sourceamerica,Federal Contracting,20456117
2020-01-01,Akima Global,Federal Contracting,20381917
2020-01-01,Cantu,Federal Contracting,20351515
2020-01-01,Presidio Government,Federal Contracting,20333086
2020-01-01,Lancer Information,Federal Contracting,20317507
2020-01-01,Ernst & Young Llp,Federal Contracting,20287811
2020-01-01,Cer,Federal Contracting,20119182
2020-01-01,Innovative Management,Federal Contracting,20095482
2020-01-01,Battelle Memorial Institute,Federal Contracting,20068470
2020-01-01,Bennett Aerospace,Federal Contracting,19900785
2020-01-01,Csa Global,Federal Contracting,19834948
2020-01-01,Tate,Federal Contracting,19820887
2020-01-01,Drt Strategies,Federal Contracting,19795609
2020-01-01,Trace,Federal Contracting,19783275
2020-01-01,Concept,Federal Contracting,19593938
2020-01-01,Turner Strategic,Federal Contracting,19569428
2020-01-01,Mi Technical,Federal Contracting,19512372
2020-01-01,Golden Key,Federal Contracting,19491582
2020-01-01,X Corp,Federal Contracting,19465040
2020-01-01,Axiom Resource Management,Federal Contracting,19425856
2020-01-01,Unissant,Federal Contracting,19415941
2020-01-01,Moran Towing,Federal Contracting,19378909
2020-01-01,Capps Shoe,Federal Contracting,19348663
2020-01-01,Customer Value Partners,Federal Contracting,19248256
2020-01-01,Veterans Range,Federal Contracting,19220896
2020-01-01,Davis Defense,Federal Contracting,19211919
2020-01-01,Conduent,Federal Contracting,19210113
2020-01-01,Carefusion,Federal Contracting,19178396
2020-01-01,Intelsat General Communications,Federal Contracting,19032508
2020-01-01,Rs3 Joint Venture,Federal Contracting,19026595
2020-01-01,Excet,Federal Contracting,18992752
2020-01-01,Cambridge,Federal Contracting,18971933
2020-01-01,Unison Software,Federal Contracting,18947983
2020-01-01,Geonorth,Federal Contracting,18885433
2020-01-01,Pae Government,Federal Contracting,18817186
2020-01-01,Creative Consulting,Federal Contracting,18804446
2020-01-01,Lockwood Hills,Federal Contracting,18721701
2020-01-01,Indigenous,Federal Contracting,18719566
2020-01-01,Alliant Sb Cta,Federal Contracting,18708702
2020-01-01,Digitalspec,Federal Contracting,18706067
2020-01-01,Fulcrum It,Federal Contracting,18541891
2020-01-01,Countertrade Products,Federal Contracting,18458429
2020-01-01,Moog,Federal Contracting,18429932
2020-01-01,Environmental Research Institute,Federal Contracting,18348710
2020-01-01,Insight Policy Research,Federal Contracting,18298856
2020-01-01,American,Federal Contracting,18225303
2021-01-01,Optum,Federal Contracting,6033874346
2021-01-01,TriWest,Federal Contracting,3602710858
2021-01-01,Huntington Ingalls,Federal Contracting,3596126867
2021-01-01,ADS,Federal Contracting,2794742130
2021-01-01,Booz Allen,Federal Contracting,2079204195
2021-01-01,Accenture Federal,Federal Contracting,1383023741
2021-01-01,Science Applications,Federal Contracting,1182712338
2021-01-01,MITRE,Federal Contracting,1148701036
2021-01-01,GDIT,Federal Contracting,1135445274
2021-01-01,Deloitte,Federal Contracting,1103829222
2021-01-01,Leidos,Federal Contracting,1080360171
2021-01-01,Peraton,Federal Contracting,887524076
2021-01-01,Northrop Grumman,Federal Contracting,862007311
2021-01-01,Maximus,Federal Contracting,804710125
2021-01-01,Carahsoft,Federal Contracting,640896843
2021-01-01,CACI,Federal Contracting,629213333
2021-01-01,Cgi,Federal Contracting,625199438
2021-01-01,Lockheed Martin,Federal Contracting,611819608
2021-01-01,Leidos,Federal Contracting,571768603
2021-01-01,Csra,Federal Contracting,565853233
2021-01-01,ManTech,Federal Contracting,471549348
2021-01-01,Minburn,Federal Contracting,407726154
2021-01-01,CACI,Federal Contracting,401190023
2021-01-01,Liberty It,Federal Contracting,394748130
2021-01-01,GDIT,Federal Contracting,389592893
2021-01-01,Iron Bow,Federal Contracting,377385917
2021-01-01,Bae Norfolk Ship Repair,Federal Contracting,355176508
2021-01-01,Guidehouse Llp,Federal Contracting,340244234
2021-01-01,Raytheon,Federal Contracting,324356275
2021-01-01,Kpmg Llp,Federal Contracting,323065932
2021-01-01,Peraton,Federal Contracting,317798538
2021-01-01,Leidos,Federal Contracting,315243484
2021-01-01,Highlight,Federal Contracting,309137957
2021-01-01,Four Points,Federal Contracting,300245722
2021-01-01,Thundercat,Federal Contracting,269620017
2021-01-01,Ser,Federal Contracting,263738526
